,contrast,dissimilarity,homogeneity,entropy,ASM,energy,correlation,filename,labels
0,1947.3399926600018,26.195912183460806,0.1794348637805482,8.674875304186688,0.004609036659326585,0.06788988628158531,0.8214084834216394,4 (1).jpg,Betawi
1,1537.421657080178,23.353399592316105,0.13992359768167859,9.307832755574816,0.00029355524615322365,0.017133454005343572,0.6714397326634919,4 (10).jpg,Betawi
2,829.6162187150044,13.05786440354325,0.2738822648081864,8.426201477389773,0.0007506564219766192,0.027398109824887905,0.7618477094474584,4 (11).jpg,Betawi
3,1171.3080956237873,17.573349202586186,0.2687286951599434,8.125728663515144,0.003007213591763227,0.054838066995137845,0.862696068089891,4 (12).jpg,Betawi
4,2343.7558975922548,31.485463438014513,0.1683090114789095,9.017962566813445,0.005351140994231905,0.07315149345182165,0.7341424773411248,4 (13).jpg,Betawi
5,1788.9819039731722,22.63800416635297,0.44284910258739685,6.802835215673274,0.10796460200131074,0.32857967374947394,0.6366422044404114,4 (14).jpg,Betawi
6,607.4640866379982,14.951081717671741,0.19059444595838262,9.159842200623046,0.0004048144710350082,0.020120001765283425,0.8979869991809578,4 (15).jpg,Betawi
7,339.8751714319865,9.743998522044214,0.319098633299233,7.821055774970183,0.0021890560054295873,0.04678734877538571,0.9419115140882105,4 (16).jpg,Betawi
8,1697.7731264722645,28.00320919159333,0.07771939632198589,9.792495864917186,0.00014778883172192488,0.012156842999805701,0.7840259958907215,4 (17).jpg,Betawi
9,2070.5365407007976,24.742803494002874,0.24908123123141288,8.424093017395375,0.0031871616963562483,0.056454952806252956,0.6239088332830305,4 (18).jpg,Betawi
10,1612.6536128850723,25.574928706270942,0.14372609413415705,9.298068876473168,0.0002702916148686536,0.016440547888335523,0.4939372827385745,4 (19).jpg,Betawi
11,1976.6361651828436,24.020312818655793,0.227556688689611,8.457642027508703,0.002560249161455,0.050598904745606896,0.8051325050079927,4 (2).jpg,Betawi
12,704.8132374464204,13.541906589890756,0.3599126018728338,7.3056013195268195,0.0061273182366294535,0.07827718848189077,0.8505535578374038,4 (20).jpg,Betawi
13,1343.733116101545,21.5887088285505,0.10811032711819468,9.766780084210412,0.00011460761505138368,0.010705494619651335,0.8488580940968984,4 (21).jpg,Betawi
14,1397.0304736025282,26.70378941710498,0.05520926849378178,9.803599576025505,7.735436112036418e-05,0.00879513280856885,0.6815296073401234,4 (3).jpg,Betawi
15,3224.5865279575078,32.587670795448716,0.3021044400515761,7.985660347460563,0.02012999816682336,0.14188022472079526,0.3897968619329179,4 (5).jpg,Betawi
16,933.5128466191692,13.862726760372968,0.3152579210935472,7.723918785003866,0.005346128226162413,0.07311722250032761,0.8438628398146577,4 (6).jpg,Betawi
17,1602.336221170236,22.67831625395815,0.2252569137325768,9.000123753942615,0.0008455026246980104,0.029077527829889708,0.7062606005987251,4 (7).jpg,Betawi
18,2467.977299876778,25.916765165549513,0.2565371229792175,8.795961362766212,0.0026868420752683077,0.051834757405319336,0.8618397613470489,4 (8).jpg,Betawi
19,1803.2824339646827,23.32533755088907,0.2651846127730741,7.945295480758756,0.005331022071848412,0.07301384849361395,0.7528673714699694,4 (9).jpg,Betawi
20,1646.9086827874596,27.18783797571654,0.06579487724435648,9.057478602013338,0.0001736057596158044,0.013175953840834614,0.6971934525905216,5 (1).jpg,Cendrawasih
21,2028.3771043771023,31.37251300887635,0.05857206872435292,9.14314719203043,0.000160775183731976,0.012679715443651565,0.6857991449955542,5 (10).jpg,Cendrawasih
22,1930.738860000066,25.767219999999966,0.20779189715645324,9.158007146104241,0.0007180379999995137,0.026796231078260124,0.8180889407924448,5 (11).jpg,Cendrawasih
23,1029.3567841198958,22.674545599489747,0.07572382712677972,9.63655943905206,0.00011276036985016982,0.010618868576744407,0.7726531763262341,5 (12).jpg,Cendrawasih
24,1411.0183757079162,21.095292605536148,0.231531158268145,8.693641104193672,0.001166322298115512,0.03415146114173612,0.7401982793577698,5 (13).jpg,Cendrawasih
25,1653.3169044961758,26.135861766581762,0.13352105736983613,9.39566977301969,0.0006268946938794734,0.02503786520211884,0.8527190705743636,5 (14).jpg,Cendrawasih
26,1350.265801716503,24.60224993984104,0.10024072624104954,9.544354142242327,0.0006143163085703045,0.02478540515243405,0.7969794295049464,5 (15).jpg,Cendrawasih
27,1360.6652199131775,26.136948216893142,0.05073359154910032,9.665671194641991,8.796315526197732e-05,0.009378867482909507,0.6108706257837958,5 (16).jpg,Cendrawasih
28,1378.544682716852,21.94818239795942,0.17429061871264528,9.165065009195754,0.0003770334131764812,0.019417348252953624,0.8954032822064439,5 (17).jpg,Cendrawasih
29,2022.0482789090463,28.62433224886555,0.13827645223959137,9.47817783828378,0.0004171526569776704,0.02042431533681534,0.720842854218615,5 (18).jpg,Cendrawasih
30,2740.721034441225,36.90907446851187,0.04777815820325414,9.941841175322695,8.152791563328142e-05,0.009029281014193844,0.5600237928452904,5 (19).jpg,Cendrawasih
31,4176.731762065083,47.9169472502804,0.026322143690061514,9.411688441824259,9.914157357367586e-05,0.009956986169201796,0.4196868081767533,5 (2).jpg,Cendrawasih
32,3584.138980952691,36.7041288982946,0.14142038396440237,9.087446066801652,0.008142619699109791,0.09023646546219434,0.7851534955771936,5 (20).jpg,Cendrawasih
33,1355.624936230986,20.09468421589615,0.1747936121756795,8.632410540420778,0.00034911658648256283,0.01868466179738244,0.6813095774514029,5 (3).jpg,Cendrawasih
34,1436.530864197519,27.838689929598672,0.044654587849636086,9.243586983643713,0.00011805170833468928,0.0108651602995395,0.6447060121291561,5 (4).jpg,Cendrawasih
35,2117.437608407298,24.302622181409888,0.28993238545300837,7.417689121860402,0.026136877249781667,0.16166903615034534,0.8894868412941301,5 (5).jpg,Cendrawasih
36,2459.8045097439085,37.67574737271669,0.030351432728783552,9.411049934681683,9.392606159167648e-05,0.009691545882452215,0.5436407458897851,5 (6).jpg,Cendrawasih
37,2417.58524640342,37.83848586878855,0.030399462002212763,9.416561314655912,9.283819531999189e-05,0.00963525792700911,0.49620972357010656,5 (7).jpg,Cendrawasih
38,2032.477910417307,30.96214671972205,0.09706641030610928,9.078069879446101,0.00055958487689322,0.023655546429816834,0.8048575172334557,5 (8).jpg,Cendrawasih
39,2604.9544944393515,34.384552596673394,0.049656561414131016,9.384989005172965,9.890734399363092e-05,0.009945217141602838,0.7078386443972485,5 (9).jpg,Cendrawasih
40,6043.313743495544,49.150698908274364,0.048004392771509835,9.063465040668062,0.00018882547721592722,0.013741378286617657,0.6263723892756569,3 (1).jpg,Kawung
41,3647.9712524024335,36.7260970531707,0.07047664121512694,9.571772355963306,0.00015926484171763992,0.012620017500686753,0.6270699496951987,3 (10).jpg,Kawung
42,4526.2953344011785,41.26325590708867,0.067871589724343,9.197356383390108,0.0002419222650681158,0.015553850490091378,0.7540830891353152,3 (11).jpg,Kawung
43,2760.7895041751813,31.859902513084425,0.07009375830908808,9.235851164468118,0.00020318194448719302,0.014254190418511779,0.7866911039357751,3 (12).jpg,Kawung
44,5409.773037816891,43.927480609250836,0.07398176053403262,9.079479716808203,0.000317820438271845,0.017827519128354483,0.6642118686804236,3 (13).jpg,Kawung
45,3784.1234454719465,36.42095822704105,0.07497001540740209,9.342308199992637,0.0002544252935025728,0.01595071451385714,0.743062501920266,3 (14).jpg,Kawung
46,5318.649912308619,44.41497927295918,0.17320196431920948,9.28013359657666,0.004214393054877954,0.06491835684055747,0.6548727900405952,3 (15).jpg,Kawung
47,5622.538743622465,48.75649713010156,0.10255023354914586,9.74575305674661,0.0021915650278366804,0.04681415413992525,0.6067044977478062,3 (16).jpg,Kawung
48,7671.676746611212,57.547084302557884,0.048866028923564266,9.620350411850952,0.00018697291385874056,0.013673803927903185,0.580650376147748,3 (17).jpg,Kawung
49,859.0782017981987,17.611388611388772,0.10540758187859456,8.892999882017522,0.0002494787929352923,0.015794897686762403,0.8502414214164111,3 (18).jpg,Kawung
50,1423.7897799744912,25.114397321428882,0.05693301139069829,9.631642345094072,0.00010078423026203102,0.010039134935940995,0.7447381683473013,3 (19).jpg,Kawung
51,2663.189878583813,28.288541985511483,0.11911464797405294,8.512516936669709,0.0003943749464459862,0.019858875759870855,0.6873970545537196,3 (2).jpg,Kawung
